id,sensor__sensor_id,sensor__sensor_name,value,unit,timestamp
1358,sensor_spo2,SPO2,99.8,%,2025-04-08 15:02:00
1359,sensor_heart,Nhịp Tim,71.5,BPM,2025-04-08 15:02:00
1360,sensor_temp,Nhiệt Độ,36.2,°C,2025-04-08 15:07:00
1361,sensor_spo2,SPO2,96.5,%,2025-04-08 15:07:00
1362,sensor_heart,Nhịp Tim,84.0,BPM,2025-04-08 15:07:00
1363,sensor_temp,Nhiệt Độ,36.6,°C,2025-04-08 15:12:00
1364,sensor_spo2,SPO2,98.1,%,2025-04-08 15:12:00
1365,sensor_heart,Nhịp Tim,79.3,BPM,2025-04-08 15:12:00
1366,sensor_temp,Nhiệt Độ,37.2,°C,2025-04-08 15:17:00
1367,sensor_spo2,SPO2,95.5,%,2025-04-08 15:17:00
1368,sensor_heart,Nhịp Tim,95.6,BPM,2025-04-08 15:17:00
1369,sensor_temp,Nhiệt Độ,37.2,°C,2025-04-08 15:22:00
1370,sensor_spo2,SPO2,99.6,%,2025-04-08 15:22:00
1371,sensor_heart,Nhịp Tim,62.1,BPM,2025-04-08 15:22:00
1372,sensor_temp,Nhiệt Độ,37.4,°C,2025-04-08 15:27:00
1373,sensor_spo2,SPO2,97.8,%,2025-04-08 15:27:00
1374,sensor_heart,Nhịp Tim,62.6,BPM,2025-04-08 15:27:00
1375,sensor_temp,Nhiệt Độ,36.3,°C,2025-04-08 15:32:00
1376,sensor_spo2,SPO2,97.7,%,2025-04-08 15:32:00
1377,sensor_heart,Nhịp Tim,85.2,BPM,2025-04-08 15:32:00
1378,sensor_temp,Nhiệt Độ,36.4,°C,2025-04-08 15:37:00
1379,sensor_spo2,SPO2,98.1,%,2025-04-08 15:37:00
1380,sensor_heart,Nhịp Tim,93.3,BPM,2025-04-08 15:37:00
1381,sensor_temp,Nhiệt Độ,37.0,°C,2025-04-08 15:42:00
1382,sensor_spo2,SPO2,96.1,%,2025-04-08 15:42:00
1383,sensor_heart,Nhịp Tim,64.7,BPM,2025-04-08 15:42:00
1384,sensor_temp,Nhiệt Độ,36.7,°C,2025-04-08 15:47:00
1385,sensor_spo2,SPO2,99.9,%,2025-04-08 15:47:00
1386,sensor_heart,Nhịp Tim,68.8,BPM,2025-04-08 15:47:00
1387,sensor_temp,Nhiệt Độ,37.4,°C,2025-04-08 15:52:00
1388,sensor_spo2,SPO2,96.2,%,2025-04-08 15:52:00
1389,sensor_heart,Nhịp Tim,86.4,BPM,2025-04-08 15:52:00
1390,sensor_temp,Nhiệt Độ,36.0,°C,2025-04-08 15:57:00
1391,sensor_spo2,SPO2,95.6,%,2025-04-08 15:57:00
1392,sensor_heart,Nhịp Tim,87.9,BPM,2025-04-08 15:57:00
1393,sensor_temp,Nhiệt Độ,36.6,°C,2025-04-08 16:02:00
1394,sensor_spo2,SPO2,96.0,%,2025-04-08 16:02:00
1395,sensor_heart,Nhịp Tim,60.3,BPM,2025-04-08 16:02:00
1396,sensor_temp,Nhiệt Độ,37.3,°C,2025-04-08 16:07:00
1397,sensor_spo2,SPO2,97.5,%,2025-04-08 16:07:00
1398,sensor_heart,Nhịp Tim,68.1,BPM,2025-04-08 16:07:00
1399,sensor_temp,Nhiệt Độ,36.7,°C,2025-04-08 16:12:00
1400,sensor_spo2,SPO2,97.3,%,2025-04-08 16:12:00
1401,sensor_heart,Nhịp Tim,83.0,BPM,2025-04-08 16:12:00
1402,sensor_temp,Nhiệt Độ,36.3,°C,2025-04-08 16:17:00
1403,sensor_spo2,SPO2,95.1,%,2025-04-08 16:17:00
1404,sensor_heart,Nhịp Tim,60.6,BPM,2025-04-08 16:17:00
1405,sensor_temp,Nhiệt Độ,36.6,°C,2025-04-08 16:22:00
1406,sensor_spo2,SPO2,96.5,%,2025-04-08 16:22:00
1407,sensor_heart,Nhịp Tim,65.0,BPM,2025-04-08 16:22:00
1408,sensor_temp,Nhiệt Độ,37.1,°C,2025-04-08 16:27:00
1409,sensor_spo2,SPO2,96.8,%,2025-04-08 16:27:00
1410,sensor_heart,Nhịp Tim,65.9,BPM,2025-04-08 16:27:00
1411,sensor_temp,Nhiệt Độ,36.2,°C,2025-04-08 16:32:00
1412,sensor_spo2,SPO2,98.0,%,2025-04-08 16:32:00
1413,sensor_heart,Nhịp Tim,83.7,BPM,2025-04-08 16:32:00
1414,sensor_temp,Nhiệt Độ,36.1,°C,2025-04-08 16:37:00
1415,sensor_spo2,SPO2,97.9,%,2025-04-08 16:37:00
1416,sensor_heart,Nhịp Tim,75.2,BPM,2025-04-08 16:37:00
1417,sensor_temp,Nhiệt Độ,37.4,°C,2025-04-08 16:42:00
1418,sensor_spo2,SPO2,96.8,%,2025-04-08 16:42:00
1419,sensor_heart,Nhịp Tim,91.7,BPM,2025-04-08 16:42:00
1420,sensor_temp,Nhiệt Độ,36.4,°C,2025-04-08 16:47:00
1421,sensor_spo2,SPO2,96.8,%,2025-04-08 16:47:00
1422,sensor_heart,Nhịp Tim,98.2,BPM,2025-04-08 16:47:00
1423,sensor_temp,Nhiệt Độ,37.3,°C,2025-04-08 16:52:00
1424,sensor_spo2,SPO2,96.5,%,2025-04-08 16:52:00
1425,sensor_heart,Nhịp Tim,64.2,BPM,2025-04-08 16:52:00
1426,sensor_temp,Nhiệt Độ,37.1,°C,2025-04-08 16:57:00
1427,sensor_spo2,SPO2,99.5,%,2025-04-08 16:57:00
1428,sensor_heart,Nhịp Tim,65.7,BPM,2025-04-08 16:57:00
1429,sensor_temp,Nhiệt Độ,36.3,°C,2025-04-08 17:02:00
1430,sensor_spo2,SPO2,98.7,%,2025-04-08 17:02:00
1431,sensor_heart,Nhịp Tim,82.2,BPM,2025-04-08 17:02:00
1432,sensor_temp,Nhiệt Độ,37.0,°C,2025-04-08 17:07:00
1433,sensor_spo2,SPO2,95.4,%,2025-04-08 17:07:00
1434,sensor_heart,Nhịp Tim,92.7,BPM,2025-04-08 17:07:00
1435,sensor_temp,Nhiệt Độ,36.3,°C,2025-04-08 17:12:00
1436,sensor_spo2,SPO2,99.8,%,2025-04-08 17:12:00
1437,sensor_heart,Nhịp Tim,92.7,BPM,2025-04-08 17:12:00
1438,sensor_temp,Nhiệt Độ,37.1,°C,2025-04-08 17:17:00
1439,sensor_spo2,SPO2,98.7,%,2025-04-08 17:17:00
1440,sensor_heart,Nhịp Tim,77.1,BPM,2025-04-08 17:17:00
1441,sensor_temp,Nhiệt Độ,36.2,°C,2025-04-08 17:22:00
1442,sensor_spo2,SPO2,96.2,%,2025-04-08 17:22:00
1443,sensor_heart,Nhịp Tim,78.3,BPM,2025-04-08 17:22:00
1444,sensor_temp,Nhiệt Độ,36.2,°C,2025-04-08 17:27:00
1445,sensor_spo2,SPO2,96.5,%,2025-04-08 17:27:00
1446,sensor_heart,Nhịp Tim,60.2,BPM,2025-04-08 17:27:00
1447,sensor_temp,Nhiệt Độ,36.5,°C,2025-04-08 17:32:00
1448,sensor_spo2,SPO2,96.0,%,2025-04-08 17:32:00
1449,sensor_heart,Nhịp Tim,68.2,BPM,2025-04-08 17:32:00
1450,sensor_temp,Nhiệt Độ,37.2,°C,2025-04-08 17:37:00
1451,sensor_spo2,SPO2,97.1,%,2025-04-08 17:37:00
1452,sensor_heart,Nhịp Tim,99.8,BPM,2025-04-08 17:37:00
1453,sensor_temp,Nhiệt Độ,36.2,°C,2025-04-08 17:42:00
1454,sensor_spo2,SPO2,98.9,%,2025-04-08 17:42:00
1455,sensor_heart,Nhịp Tim,76.6,BPM,2025-04-08 17:42:00
1456,sensor_temp,Nhiệt Độ,36.3,°C,2025-04-08 17:47:00
1457,sensor_spo2,SPO2,95.2,%,2025-04-08 17:47:00
1458,sensor_heart,Nhịp Tim,62.0,BPM,2025-04-08 17:47:00
1459,sensor_temp,Nhiệt Độ,37.0,°C,2025-04-08 17:52:00
1460,sensor_spo2,SPO2,97.4,%,2025-04-08 17:52:00
1461,sensor_heart,Nhịp Tim,79.1,BPM,2025-04-08 17:52:00
1462,sensor_temp,Nhiệt Độ,36.5,°C,2025-04-08 17:57:00
1463,sensor_spo2,SPO2,95.3,%,2025-04-08 17:57:00
1464,sensor_heart,Nhịp Tim,65.5,BPM,2025-04-08 17:57:00
1465,sensor_temp,Nhiệt Độ,36.0,°C,2025-04-08 18:02:00
1466,sensor_spo2,SPO2,98.1,%,2025-04-08 18:02:00
1467,sensor_heart,Nhịp Tim,95.6,BPM,2025-04-08 18:02:00
1468,sensor_temp,Nhiệt Độ,37.0,°C,2025-04-08 18:07:00
1469,sensor_spo2,SPO2,95.2,%,2025-04-08 18:07:00
1470,sensor_heart,Nhịp Tim,73.8,BPM,2025-04-08 18:07:00
1471,sensor_temp,Nhiệt Độ,36.5,°C,2025-04-08 18:12:00
1472,sensor_spo2,SPO2,99.4,%,2025-04-08 18:12:00
1473,sensor_heart,Nhịp Tim,65.1,BPM,2025-04-08 18:12:00
1474,sensor_temp,Nhiệt Độ,36.3,°C,2025-04-08 18:17:00
1475,sensor_spo2,SPO2,96.1,%,2025-04-08 18:17:00
1476,sensor_heart,Nhịp Tim,66.1,BPM,2025-04-08 18:17:00
1477,sensor_temp,Nhiệt Độ,37.4,°C,2025-04-08 18:22:00
1478,sensor_spo2,SPO2,99.2,%,2025-04-08 18:22:00
1479,sensor_heart,Nhịp Tim,97.8,BPM,2025-04-08 18:22:00
1480,sensor_temp,Nhiệt Độ,36.1,°C,2025-04-08 18:27:00
1481,sensor_spo2,SPO2,98.6,%,2025-04-08 18:27:00
1482,sensor_heart,Nhịp Tim,71.6,BPM,2025-04-08 18:27:00
1483,sensor_temp,Nhiệt Độ,36.5,°C,2025-04-08 18:32:00
1484,sensor_spo2,SPO2,96.3,%,2025-04-08 18:32:00
1485,sensor_heart,Nhịp Tim,87.7,BPM,2025-04-08 18:32:00
1486,sensor_temp,Nhiệt Độ,36.6,°C,2025-04-08 18:37:00
1487,sensor_spo2,SPO2,97.3,%,2025-04-08 18:37:00
1488,sensor_heart,Nhịp Tim,72.0,BPM,2025-04-08 18:37:00
1489,sensor_temp,Nhiệt Độ,36.1,°C,2025-04-08 18:42:00
1490,sensor_spo2,SPO2,97.6,%,2025-04-08 18:42:00
1491,sensor_heart,Nhịp Tim,91.7,BPM,2025-04-08 18:42:00
1492,sensor_temp,Nhiệt Độ,36.8,°C,2025-04-08 18:47:00
1493,sensor_spo2,SPO2,98.1,%,2025-04-08 18:47:00
1494,sensor_heart,Nhịp Tim,94.0,BPM,2025-04-08 18:47:00
1495,sensor_temp,Nhiệt Độ,37.4,°C,2025-04-08 18:52:00
1496,sensor_spo2,SPO2,99.1,%,2025-04-08 18:52:00
1497,sensor_heart,Nhịp Tim,95.7,BPM,2025-04-08 18:52:00
1498,sensor_temp,Nhiệt Độ,36.5,°C,2025-04-08 18:57:00
1499,sensor_spo2,SPO2,95.4,%,2025-04-08 18:57:00
1500,sensor_heart,Nhịp Tim,93.0,BPM,2025-04-08 18:57:00
1501,sensor_temp,Nhiệt Độ,36.5,°C,2025-04-08 19:02:00
1502,sensor_spo2,SPO2,97.7,%,2025-04-08 19:02:00
1503,sensor_heart,Nhịp Tim,84.8,BPM,2025-04-08 19:02:00
1504,sensor_temp,Nhiệt Độ,36.3,°C,2025-04-08 19:07:00
1505,sensor_spo2,SPO2,98.7,%,2025-04-08 19:07:00
1506,sensor_heart,Nhịp Tim,76.4,BPM,2025-04-08 19:07:00
1507,sensor_temp,Nhiệt Độ,36.1,°C,2025-04-08 19:12:00
1508,sensor_spo2,SPO2,99.4,%,2025-04-08 19:12:00
1509,sensor_heart,Nhịp Tim,99.5,BPM,2025-04-08 19:12:00
1510,sensor_temp,Nhiệt Độ,37.2,°C,2025-04-08 19:17:00
1511,sensor_spo2,SPO2,99.8,%,2025-04-08 19:17:00
1512,sensor_heart,Nhịp Tim,64.7,BPM,2025-04-08 19:17:00
1513,sensor_temp,Nhiệt Độ,36.8,°C,2025-04-08 19:22:00
1514,sensor_spo2,SPO2,97.5,%,2025-04-08 19:22:00
1515,sensor_heart,Nhịp Tim,84.9,BPM,2025-04-08 19:22:00
1516,sensor_temp,Nhiệt Độ,37.2,°C,2025-04-08 19:27:00
1517,sensor_spo2,SPO2,95.6,%,2025-04-08 19:27:00
1518,sensor_heart,Nhịp Tim,64.8,BPM,2025-04-08 19:27:00
1519,sensor_temp,Nhiệt Độ,36.6,°C,2025-04-08 19:32:00
1520,sensor_spo2,SPO2,98.8,%,2025-04-08 19:32:00
1521,sensor_heart,Nhịp Tim,92.7,BPM,2025-04-08 19:32:00
1522,sensor_temp,Nhiệt Độ,36.4,°C,2025-04-08 19:37:00
1523,sensor_spo2,SPO2,98.3,%,2025-04-08 19:37:00
1524,sensor_heart,Nhịp Tim,81.9,BPM,2025-04-08 19:37:00
1525,sensor_temp,Nhiệt Độ,36.4,°C,2025-04-08 19:42:00
1526,sensor_spo2,SPO2,99.9,%,2025-04-08 19:42:00
1527,sensor_heart,Nhịp Tim,60.6,BPM,2025-04-08 19:42:00
1528,sensor_temp,Nhiệt Độ,36.4,°C,2025-04-08 19:47:00
1529,sensor_spo2,SPO2,98.0,%,2025-04-08 19:47:00
1530,sensor_heart,Nhịp Tim,86.3,BPM,2025-04-08 19:47:00
1531,sensor_temp,Nhiệt Độ,37.3,°C,2025-04-08 19:52:00
1532,sensor_spo2,SPO2,95.2,%,2025-04-08 19:52:00
1533,sensor_heart,Nhịp Tim,66.4,BPM,2025-04-08 19:52:00
1534,sensor_temp,Nhiệt Độ,37.5,°C,2025-04-08 19:57:00
1535,sensor_spo2,SPO2,95.4,%,2025-04-08 19:57:00
1536,sensor_heart,Nhịp Tim,63.3,BPM,2025-04-08 19:57:00
1537,sensor_temp,Nhiệt Độ,36.4,°C,2025-04-08 20:02:00
1538,sensor_spo2,SPO2,97.1,%,2025-04-08 20:02:00
1539,sensor_heart,Nhịp Tim,75.9,BPM,2025-04-08 20:02:00
1540,sensor_temp,Nhiệt Độ,37.0,°C,2025-04-08 20:07:00
1541,sensor_spo2,SPO2,95.2,%,2025-04-08 20:07:00
1542,sensor_heart,Nhịp Tim,78.7,BPM,2025-04-08 20:07:00
1543,sensor_temp,Nhiệt Độ,36.1,°C,2025-04-08 20:12:00
1544,sensor_spo2,SPO2,95.4,%,2025-04-08 20:12:00
1545,sensor_heart,Nhịp Tim,81.2,BPM,2025-04-08 20:12:00
1546,sensor_temp,Nhiệt Độ,37.4,°C,2025-04-08 20:17:00
1547,sensor_spo2,SPO2,98.7,%,2025-04-08 20:17:00
1548,sensor_heart,Nhịp Tim,67.5,BPM,2025-04-08 20:17:00
1549,sensor_temp,Nhiệt Độ,36.6,°C,2025-04-08 20:22:00
1550,sensor_spo2,SPO2,95.3,%,2025-04-08 20:22:00
1551,sensor_heart,Nhịp Tim,86.4,BPM,2025-04-08 20:22:00
1552,sensor_temp,Nhiệt Độ,36.9,°C,2025-04-08 20:27:00
1553,sensor_spo2,SPO2,95.3,%,2025-04-08 20:27:00
1554,sensor_heart,Nhịp Tim,80.4,BPM,2025-04-08 20:27:00
1555,sensor_temp,Nhiệt Độ,37.2,°C,2025-04-08 20:32:00
1556,sensor_spo2,SPO2,98.6,%,2025-04-08 20:32:00
1557,sensor_heart,Nhịp Tim,80.8,BPM,2025-04-08 20:32:00
1558,sensor_temp,Nhiệt Độ,36.3,°C,2025-04-08 20:37:00
1559,sensor_spo2,SPO2,99.1,%,2025-04-08 20:37:00
1560,sensor_heart,Nhịp Tim,94.5,BPM,2025-04-08 20:37:00
1561,sensor_temp,Nhiệt Độ,36.9,°C,2025-04-08 20:42:00
1562,sensor_spo2,SPO2,95.3,%,2025-04-08 20:42:00
1563,sensor_heart,Nhịp Tim,80.4,BPM,2025-04-08 20:42:00
1564,sensor_temp,Nhiệt Độ,37.3,°C,2025-04-08 20:47:00
1565,sensor_spo2,SPO2,95.8,%,2025-04-08 20:47:00
1566,sensor_heart,Nhịp Tim,78.9,BPM,2025-04-08 20:47:00
1567,sensor_temp,Nhiệt Độ,36.0,°C,2025-04-08 20:52:00
1568,sensor_spo2,SPO2,99.3,%,2025-04-08 20:52:00
1569,sensor_heart,Nhịp Tim,71.6,BPM,2025-04-08 20:52:00
1570,sensor_temp,Nhiệt Độ,37.0,°C,2025-04-08 20:57:00
1571,sensor_spo2,SPO2,95.4,%,2025-04-08 20:57:00
1572,sensor_heart,Nhịp Tim,70.5,BPM,2025-04-08 20:57:00
1573,sensor_temp,Nhiệt Độ,36.8,°C,2025-04-08 21:02:00
1574,sensor_spo2,SPO2,95.6,%,2025-04-08 21:02:00
1575,sensor_heart,Nhịp Tim,79.1,BPM,2025-04-08 21:02:00
1576,sensor_temp,Nhiệt Độ,36.3,°C,2025-04-08 21:07:00
1577,sensor_spo2,SPO2,98.8,%,2025-04-08 21:07:00
1578,sensor_heart,Nhịp Tim,94.0,BPM,2025-04-08 21:07:00
1579,sensor_temp,Nhiệt Độ,36.2,°C,2025-04-08 21:12:00
1580,sensor_spo2,SPO2,98.4,%,2025-04-08 21:12:00
1581,sensor_heart,Nhịp Tim,63.9,BPM,2025-04-08 21:12:00
1582,sensor_temp,Nhiệt Độ,36.4,°C,2025-04-08 21:17:00
1583,sensor_spo2,SPO2,95.5,%,2025-04-08 21:17:00
1584,sensor_heart,Nhịp Tim,64.4,BPM,2025-04-08 21:17:00
1585,sensor_temp,Nhiệt Độ,36.6,°C,2025-04-08 21:22:00
1586,sensor_spo2,SPO2,95.2,%,2025-04-08 21:22:00
1587,sensor_heart,Nhịp Tim,74.8,BPM,2025-04-08 21:22:00
1588,sensor_temp,Nhiệt Độ,36.5,°C,2025-04-08 21:27:00
1589,sensor_spo2,SPO2,98.8,%,2025-04-08 21:27:00
1590,sensor_heart,Nhịp Tim,69.3,BPM,2025-04-08 21:27:00
1591,sensor_temp,Nhiệt Độ,37.4,°C,2025-04-08 21:32:00
1592,sensor_spo2,SPO2,96.7,%,2025-04-08 21:32:00
1593,sensor_heart,Nhịp Tim,91.7,BPM,2025-04-08 21:32:00
1594,sensor_temp,Nhiệt Độ,37.3,°C,2025-04-08 21:37:00
1595,sensor_spo2,SPO2,98.6,%,2025-04-08 21:37:00
1596,sensor_heart,Nhịp Tim,88.6,BPM,2025-04-08 21:37:00
1597,sensor_temp,Nhiệt Độ,37.5,°C,2025-04-08 21:42:00
1598,sensor_spo2,SPO2,97.2,%,2025-04-08 21:42:00
1599,sensor_heart,Nhịp Tim,94.1,BPM,2025-04-08 21:42:00
1600,sensor_temp,Nhiệt Độ,36.8,°C,2025-04-08 21:47:00
1601,sensor_spo2,SPO2,95.7,%,2025-04-08 21:47:00
1602,sensor_heart,Nhịp Tim,90.6,BPM,2025-04-08 21:47:00
1603,sensor_temp,Nhiệt Độ,36.1,°C,2025-04-08 21:52:00
1604,sensor_spo2,SPO2,98.3,%,2025-04-08 21:52:00
1605,sensor_heart,Nhịp Tim,68.3,BPM,2025-04-08 21:52:00
1606,sensor_temp,Nhiệt Độ,37.3,°C,2025-04-08 21:57:00
1607,sensor_spo2,SPO2,96.3,%,2025-04-08 21:57:00
1608,sensor_heart,Nhịp Tim,73.3,BPM,2025-04-08 21:57:00
1609,sensor_temp,Nhiệt Độ,36.0,°C,2025-04-08 22:02:00
1610,sensor_spo2,SPO2,97.0,%,2025-04-08 22:02:00
1611,sensor_heart,Nhịp Tim,65.2,BPM,2025-04-08 22:02:00
1612,sensor_temp,Nhiệt Độ,37.1,°C,2025-04-08 22:07:00
1613,sensor_spo2,SPO2,97.0,%,2025-04-08 22:07:00
1614,sensor_heart,Nhịp Tim,91.6,BPM,2025-04-08 22:07:00
1615,sensor_temp,Nhiệt Độ,36.0,°C,2025-04-08 22:12:00
1616,sensor_spo2,SPO2,97.2,%,2025-04-08 22:12:00
1617,sensor_heart,Nhịp Tim,67.3,BPM,2025-04-08 22:12:00
1618,sensor_temp,Nhiệt Độ,36.6,°C,2025-04-08 22:17:00
1619,sensor_spo2,SPO2,97.3,%,2025-04-08 22:17:00
1620,sensor_heart,Nhịp Tim,76.1,BPM,2025-04-08 22:17:00
1621,sensor_temp,Nhiệt Độ,36.9,°C,2025-04-08 22:22:00
1622,sensor_spo2,SPO2,97.4,%,2025-04-08 22:22:00
1623,sensor_heart,Nhịp Tim,84.9,BPM,2025-04-08 22:22:00
1624,sensor_temp,Nhiệt Độ,36.9,°C,2025-04-08 22:27:00
1625,sensor_spo2,SPO2,97.9,%,2025-04-08 22:27:00
1626,sensor_heart,Nhịp Tim,87.3,BPM,2025-04-08 22:27:00
1627,sensor_temp,Nhiệt Độ,37.3,°C,2025-04-08 22:32:00
1628,sensor_spo2,SPO2,95.7,%,2025-04-08 22:32:00
1629,sensor_heart,Nhịp Tim,77.8,BPM,2025-04-08 22:32:00
1630,sensor_temp,Nhiệt Độ,36.3,°C,2025-04-08 22:37:00
1631,sensor_spo2,SPO2,95.7,%,2025-04-08 22:37:00
1632,sensor_heart,Nhịp Tim,65.7,BPM,2025-04-08 22:37:00
1633,sensor_temp,Nhiệt Độ,37.2,°C,2025-04-08 22:42:00
1634,sensor_spo2,SPO2,96.0,%,2025-04-08 22:42:00
1635,sensor_heart,Nhịp Tim,61.4,BPM,2025-04-08 22:42:00
1636,sensor_temp,Nhiệt Độ,36.1,°C,2025-04-08 22:47:00
1637,sensor_spo2,SPO2,96.6,%,2025-04-08 22:47:00
1638,sensor_heart,Nhịp Tim,70.3,BPM,2025-04-08 22:47:00
1639,sensor_temp,Nhiệt Độ,37.3,°C,2025-04-08 22:52:00
1640,sensor_spo2,SPO2,98.1,%,2025-04-08 22:52:00
1641,sensor_heart,Nhịp Tim,96.6,BPM,2025-04-08 22:52:00
1642,sensor_temp,Nhiệt Độ,37.2,°C,2025-04-08 22:57:00
1643,sensor_spo2,SPO2,98.5,%,2025-04-08 22:57:00
1644,sensor_heart,Nhịp Tim,95.2,BPM,2025-04-08 22:57:00
1645,sensor_temp,Nhiệt Độ,36.7,°C,2025-04-08 23:02:00
1646,sensor_spo2,SPO2,96.8,%,2025-04-08 23:02:00
1647,sensor_heart,Nhịp Tim,83.5,BPM,2025-04-08 23:02:00
1648,sensor_temp,Nhiệt Độ,37.4,°C,2025-04-08 23:07:00
1649,sensor_spo2,SPO2,95.7,%,2025-04-08 23:07:00
1650,sensor_heart,Nhịp Tim,64.2,BPM,2025-04-08 23:07:00
1651,sensor_temp,Nhiệt Độ,37.1,°C,2025-04-08 23:12:00
1652,sensor_spo2,SPO2,96.0,%,2025-04-08 23:12:00
1653,sensor_heart,Nhịp Tim,66.9,BPM,2025-04-08 23:12:00
1654,sensor_temp,Nhiệt Độ,37.4,°C,2025-04-08 23:17:00
1655,sensor_spo2,SPO2,95.5,%,2025-04-08 23:17:00
1656,sensor_heart,Nhịp Tim,66.6,BPM,2025-04-08 23:17:00
1657,sensor_temp,Nhiệt Độ,36.5,°C,2025-04-08 23:22:00
1658,sensor_spo2,SPO2,96.4,%,2025-04-08 23:22:00
1659,sensor_heart,Nhịp Tim,86.9,BPM,2025-04-08 23:22:00
1660,sensor_temp,Nhiệt Độ,37.4,°C,2025-04-08 23:27:00
1661,sensor_spo2,SPO2,96.6,%,2025-04-08 23:27:00
1662,sensor_heart,Nhịp Tim,95.2,BPM,2025-04-08 23:27:00
1663,sensor_temp,Nhiệt Độ,37.3,°C,2025-04-08 23:32:00
1664,sensor_spo2,SPO2,97.2,%,2025-04-08 23:32:00
1665,sensor_heart,Nhịp Tim,84.6,BPM,2025-04-08 23:32:00
1666,sensor_temp,Nhiệt Độ,37.4,°C,2025-04-08 23:37:00
1667,sensor_spo2,SPO2,96.7,%,2025-04-08 23:37:00
1668,sensor_heart,Nhịp Tim,86.4,BPM,2025-04-08 23:37:00
1669,sensor_temp,Nhiệt Độ,36.5,°C,2025-04-08 23:42:00
1670,sensor_spo2,SPO2,97.1,%,2025-04-08 23:42:00
1671,sensor_heart,Nhịp Tim,83.8,BPM,2025-04-08 23:42:00
1672,sensor_temp,Nhiệt Độ,36.1,°C,2025-04-08 23:47:00
1673,sensor_spo2,SPO2,96.1,%,2025-04-08 23:47:00
1674,sensor_heart,Nhịp Tim,78.9,BPM,2025-04-08 23:47:00
1675,sensor_temp,Nhiệt Độ,36.7,°C,2025-04-08 23:52:00
1676,sensor_spo2,SPO2,97.7,%,2025-04-08 23:52:00
1677,sensor_heart,Nhịp Tim,75.0,BPM,2025-04-08 23:52:00
1678,sensor_temp,Nhiệt Độ,37.0,°C,2025-04-08 23:57:00
1679,sensor_spo2,SPO2,99.2,%,2025-04-08 23:57:00
1680,sensor_heart,Nhịp Tim,94.5,BPM,2025-04-08 23:57:00
1681,sensor_temp,Nhiệt Độ,36.3,°C,2025-04-09 00:02:00
1682,sensor_spo2,SPO2,95.2,%,2025-04-09 00:02:00
1683,sensor_heart,Nhịp Tim,77.6,BPM,2025-04-09 00:02:00
1684,sensor_temp,Nhiệt Độ,37.2,°C,2025-04-09 00:07:00
1685,sensor_spo2,SPO2,98.2,%,2025-04-09 00:07:00
1686,sensor_heart,Nhịp Tim,84.0,BPM,2025-04-09 00:07:00
1687,sensor_temp,Nhiệt Độ,37.2,°C,2025-04-09 00:12:00
1688,sensor_spo2,SPO2,95.4,%,2025-04-09 00:12:00
1689,sensor_heart,Nhịp Tim,74.9,BPM,2025-04-09 00:12:00
1690,sensor_temp,Nhiệt Độ,37.3,°C,2025-04-09 00:17:00
1691,sensor_spo2,SPO2,97.8,%,2025-04-09 00:17:00
1692,sensor_heart,Nhịp Tim,77.5,BPM,2025-04-09 00:17:00
1693,sensor_temp,Nhiệt Độ,37.5,°C,2025-04-09 00:22:00
1694,sensor_spo2,SPO2,97.8,%,2025-04-09 00:22:00
1695,sensor_heart,Nhịp Tim,64.6,BPM,2025-04-09 00:22:00
1696,sensor_temp,Nhiệt Độ,36.3,°C,2025-04-09 00:27:00
1697,sensor_spo2,SPO2,96.6,%,2025-04-09 00:27:00
1698,sensor_heart,Nhịp Tim,82.3,BPM,2025-04-09 00:27:00
1699,sensor_temp,Nhiệt Độ,36.0,°C,2025-04-09 00:32:00
1700,sensor_spo2,SPO2,96.9,%,2025-04-09 00:32:00
1701,sensor_heart,Nhịp Tim,99.9,BPM,2025-04-09 00:32:00
1702,sensor_temp,Nhiệt Độ,36.4,°C,2025-04-09 00:37:00
1703,sensor_spo2,SPO2,97.5,%,2025-04-09 00:37:00
1704,sensor_heart,Nhịp Tim,63.0,BPM,2025-04-09 00:37:00
1705,sensor_temp,Nhiệt Độ,37.0,°C,2025-04-09 00:42:00
1706,sensor_spo2,SPO2,98.5,%,2025-04-09 00:42:00
1707,sensor_heart,Nhịp Tim,70.3,BPM,2025-04-09 00:42:00
1708,sensor_temp,Nhiệt Độ,36.5,°C,2025-04-09 00:47:00
1709,sensor_spo2,SPO2,99.5,%,2025-04-09 00:47:00
1710,sensor_heart,Nhịp Tim,90.5,BPM,2025-04-09 00:47:00
1711,sensor_temp,Nhiệt Độ,36.2,°C,2025-04-09 00:52:00
1712,sensor_spo2,SPO2,95.9,%,2025-04-09 00:52:00
1713,sensor_heart,Nhịp Tim,84.0,BPM,2025-04-09 00:52:00
1714,sensor_temp,Nhiệt Độ,36.2,°C,2025-04-09 00:57:00
1715,sensor_spo2,SPO2,95.5,%,2025-04-09 00:57:00
1716,sensor_heart,Nhịp Tim,76.1,BPM,2025-04-09 00:57:00
1717,sensor_temp,Nhiệt Độ,37.1,°C,2025-04-09 01:02:00
1718,sensor_spo2,SPO2,99.2,%,2025-04-09 01:02:00
1719,sensor_heart,Nhịp Tim,65.9,BPM,2025-04-09 01:02:00
1720,sensor_temp,Nhiệt Độ,37.0,°C,2025-04-09 01:07:00
1721,sensor_spo2,SPO2,98.6,%,2025-04-09 01:07:00
